timestep,episode,reward,lambda2_reduction,episode_length,band_match_rate,actor_loss,critic_loss,entropy,clip_fraction,approx_kl,time_elapsed,avg_jamming_power_dbm
26624,133,529.6830978650186,25.677300822043456,200.0,0.0,-0.004975243500666693,1799.686619313558,4.397387672464053,0.05179036458333333,0.007399369353515794,114.20262408256531,-51.239651823333304
28672,143,961.5405593185899,48.17773066335148,200.0,0.0,-0.005187020439673991,3086.325682067871,3.866467963159084,0.0645263671875,0.0076229095508400435,122.7768144607544,-45.44788019755117
30720,154,740.5973400684906,45.63549511298412,200.0,0.0,-0.004698802006411522,2269.8801584879557,4.335175410906474,0.054239908854166664,0.008576346868285175,132.97220635414124,-49.75817531663894
32768,164,862.0262145099763,43.56393658962427,200.0,0.0,-0.005617238609314275,2584.106208674113,4.202501115202904,0.052994791666666666,0.00619263592308433,142.8895959854126,-46.97524641593344
34816,174,1137.456020136436,59.61824083438766,200.0,0.0,-0.004280528944218531,3642.5376439412435,3.8557305470108987,0.06581217447916667,0.006688919212532129,150.17536282539368,-42.39588056584397
36864,184,1016.9480446671238,58.95330878652676,200.0,0.0,-0.004559676237598372,3469.4676376342773,4.181739602982998,0.06682942708333334,0.009751031222246399,156.7130000591278,-45.97118432668816
38912,195,877.0400300980397,37.40663836800058,200.0,0.0,-0.0036730954656377436,3673.128369140625,4.111730514466762,0.06512858072916666,0.006931237180596899,163.9273886680603,-47.91573721806581
40960,205,1199.1065335278226,74.49342607324542,200.0,0.0,-0.005863957889960148,4156.762964630127,3.820321720838547,0.08223470052083333,0.008307427644230855,171.0443549156189,-43.69982482957343
43008,216,1081.8975019694053,47.81988411773228,189.0909090909091,0.0,-0.0025008741640097773,4383.723966471354,3.9722443198164306,0.05555013020833333,0.008766768491235203,180.6371500492096,-44.87946142190921
45056,226,1052.8944156720138,48.34605108970537,200.0,0.0,-0.0024351446452783422,4432.526293945312,4.069507446885109,0.05939127604166667,0.007892218342135493,187.20872378349304,-44.054818241371805
47104,236,892.7056024413001,51.4609706117573,200.0,0.0,-0.0029240826435852794,2996.594366200765,4.139362606406212,0.0558837890625,0.007059358039661409,193.78978157043457,-49.12976270847927
49152,246,982.6095375691773,44.642930154252625,200.0,0.0,-0.005311951697998059,3243.752992248535,4.1174686739842095,0.07472330729166667,0.00791124897086585,200.60987877845764,-47.050724557880244
51200,257,642.4181235941804,28.398880579612356,200.0,0.0,-0.004745958891241268,2463.4112778981525,4.362404249111811,0.07669270833333333,0.010319145761982972,207.22301602363586,-49.256321731668
53248,267,895.6420756640684,48.771981671283434,200.0,0.0,-0.005477295144131252,2923.3804372151694,4.209427696466446,0.06534016927083333,0.024762978297288404,213.93743228912354,-45.00005016010665
55296,277,1156.5172903898658,56.122278833352105,200.0,0.0,-0.004435984143735065,4078.0269203186035,3.9627198318640393,0.0539306640625,0.005646771540235349,220.62529158592224,-42.699391570932086
57344,287,1305.8410786619825,71.28794772028772,200.0,0.0,-0.0029137669611372986,4520.210810089111,3.9713728323578836,0.0435302734375,0.008437516197088291,228.07475423812866,-41.83355844860024
59392,298,1190.4917517871208,62.18283895388709,200.0,0.0,-0.00391149159501462,4760.283699544271,3.849178902308146,0.06279296875,0.008265472812785883,235.630304813385,-42.34977732901277
61440,308,915.6408388004422,48.911774519269194,200.0,0.0,-0.004036171871242307,3403.5953249613444,4.1455977886915205,0.0531005859375,0.010610532780060607,242.78974723815918,-47.27270449706083
63488,319,1005.6589228350705,44.03857857775898,189.0909090909091,0.0,-0.0037536020167560006,3330.0235125223794,4.1824908524751665,0.0439697265625,0.00683841698452932,252.15609979629517,-44.33052181660921
65536,329,921.5631955721168,50.03004869783916,200.0,0.0,-0.004104387645687287,2953.8089714050293,4.341168245673179,0.05965983072916667,0.011753200544669084,258.99844455718994,-45.52379052213233
67584,339,804.7606415977564,43.338440251711106,200.0,0.0,-0.0031250948765470334,2821.8529900868734,4.399737333257993,0.045670572916666666,0.00631431446169023,265.9829640388489,-44.73907224584193
69632,349,803.4339790311811,35.50471230977837,200.0,0.0,-0.0046590793858437484,3038.187303161621,4.508295007546743,0.04462076822916667,0.00969909879527988,272.9003665447235,-51.308041221501824
71680,360,792.4020970057387,42.7928618660025,200.0,0.0,-0.003945100479662263,2717.0680919647216,4.383148005604744,0.059431966145833334,0.009045876382868382,279.7404205799103,-46.29582397593123
73728,370,526.1929949568737,33.114434222662254,200.0,0.0,-0.005267459437406311,1384.051082611084,4.616665662328402,0.050699869791666664,0.008252932315171348,287.89376878738403,-50.67380743409176
75776,380,1288.0450523123388,68.64014763843105,200.0,0.0,-0.003393330490022587,5238.749353027344,4.1038607825835545,0.05609537760416667,0.006711443358545921,295.1146762371063,-43.506325141951386
77824,390,309.1054944190772,16.75927419761806,200.0,0.0,-0.0028967595397261904,865.5285490989685,4.805953611930211,0.08172200520833334,0.020949098857069734,301.85020685195923,-54.85889644613879
79872,401,899.1712068416414,24.57796152304011,200.0,0.0,-0.001658661361337484,3598.1108116149903,4.284243404865265,0.07291666666666667,0.0198855553851824,308.76332545280457,-45.57806559656471
81920,411,745.1229170270319,40.69876852494792,200.0,0.0,-0.00474441136563352,2567.1088817596437,4.3983956644932425,0.05938313802083333,0.011936054381177086,315.42286372184753,-48.85708408741915
83968,422,1338.908314131705,74.83787319096419,189.0909090909091,0.0,-0.0021971521610491132,5715.290023803711,3.93484373241663,0.0514404296875,0.006410647620441523,324.52009177207947,-39.83933895258744
86016,432,1156.3682754268916,50.66666666666665,200.0,0.0,-0.00350157649081666,4366.282367451986,4.171595807870229,0.07186686197916667,0.009440317399590543,331.3307466506958,-41.62641555717795
88064,442,1081.3371278268255,58.98564670891126,200.0,0.0,0.0034733007778413594,3982.7029978434243,4.418682316939036,0.019449869791666668,0.0686929011917717,335.8383963108063,-43.33381134693411
90112,452,690.1198670592178,35.73944156535896,200.0,0.0,-0.0031533116552357873,2245.5198689778645,4.550350671013196,0.059431966145833334,0.013522059936864672,343.95819878578186,-48.53224103611613
92160,463,776.0344616675295,40.94735300738433,200.0,0.0,-0.005743648332524268,2764.834850184123,4.446824754277865,0.05849609375,0.01329378900361462,351.3393180370331,-46.39888418716469
94208,473,1156.3914994263846,47.008651045008435,200.0,0.0,-0.003293206574744545,4389.782389068603,4.322563657164574,0.05555013020833333,0.00929203784855493,358.0989806652069,-43.95342973404766
96256,483,550.7552163726323,27.172145748870594,200.0,0.0,-0.004227918903052341,1731.3529858271281,4.670854188998541,0.0447509765625,0.013175894672920662,364.83287143707275,-49.40561536829409
98304,493,1133.5073256681294,61.147139597340114,200.0,0.0,-0.002926127157600907,4111.516367594401,4.3282578736543655,0.03933919270833333,0.006496792727114175,371.5786163806915,-43.14957627519678
100352,504,1216.4828409121126,56.22403569834537,200.0,0.0,-0.0038868829899001865,5071.14058227539,4.360437174638112,0.054825846354166666,0.01529318434454207,378.677437543869,-43.617764443278936
102400,514,655.8505934927066,23.169085525849617,200.0,0.0,-0.004158469591250953,2234.5102973937987,4.6823159257570905,0.051839192708333336,0.009917471708839368,385.5244870185852,-50.482489006971235
104448,525,755.8463705071849,41.01234047832491,189.0909090909091,0.0,-0.0036731050019928563,3009.0484059651694,4.508105011781057,0.06708170572916666,0.02340044820419966,394.62649369239807,-47.31672443620613
106496,535,926.7613256718618,53.86730318404152,200.0,0.0,-0.005126833760975084,2611.0478937784833,4.62110152343909,0.04491373697916667,0.007653089135934958,401.4088349342346,-44.87070982538563
108544,545,931.5911938986685,44.86410869144602,200.0,0.0,0.001455133567408969,2773.005884806315,4.661384483178456,0.013346354166666666,0.10422068619307841,406.6572139263153,-43.9104924763419
110592,555,686.9153928199465,38.246594254992615,200.0,0.0,-0.004941684646958796,2241.662677001953,4.770445813735326,0.049112955729166664,0.010782247903373876,413.84020805358887,-48.94830161513629
112640,566,679.4167925430928,43.31282749934643,200.0,0.0,-0.005178864303646454,2184.0576811472574,4.758441206812859,0.054305013020833334,0.015052501638028086,420.6378495693207,-48.098775577775086
114688,576,956.9288659958853,29.725600136653735,200.0,0.0,0.0016636541582152455,3312.923627641466,4.554411980840895,0.020887586805555556,0.02955932636660287,425.6597173213959,-47.3126268303845
116736,586,618.4389776106425,21.266852048667584,200.0,0.0,5.647551928025981e-05,1751.8115694681803,4.834003177285195,0.04607747395833333,0.01775210233242135,432.8459906578064,-46.57756444350373
118784,596,868.1067249021722,44.52781746050356,200.0,0.0,-0.004447921926233296,2989.499379984538,4.597923662265142,0.0510009765625,0.006657598657276791,440.0906684398651,-46.318967100152626
120832,607,591.8940984378072,33.1393935639747,200.0,0.0,-0.004070632830553223,2254.7887835184733,4.8882865637540815,0.05882975260416667,0.014734243893773692,447.20863461494446,-51.79473181108333
122880,617,951.318983959534,51.487395136886505,200.0,0.0,-0.0036230824887752535,3292.0564795176188,4.654284341136615,0.0509033203125,0.02193811626686972,454.0791666507721,-46.15397868423992
124928,628,1091.3360619469622,42.92470297908356,189.0909090909091,0.0,-0.0026131964259548113,3924.486857096354,4.645593223969142,0.06131184895833333,0.008794980679253283,463.97624611854553,-43.52879853845114
126976,638,1204.0790847255762,66.66666666666664,200.0,0.0,-0.004753268302495902,3831.9788297017417,4.747525204221407,0.06748860677083333,0.0082229921261047,471.8400318622589,-41.749639873384716
129024,648,864.6897870695077,46.27065101312376,200.0,0.0,-0.005419813839156026,3131.763285446167,4.7293306936820345,0.05472005208333333,0.008302446891881725,479.0345239639282,-45.611894405305065
131072,658,907.9969060258321,52.53016590242407,200.0,0.0,-0.0005730948905693367,3123.666330973307,4.813902800281842,0.019124348958333332,0.02802113873812598,484.07193422317505,-44.7552304573416
133120,669,1112.1579598299415,61.808427111044665,200.0,0.0,-0.004889177078439388,4759.46557413737,4.524733819564184,0.06468098958333333,0.009758544829189001,490.8605613708496,-45.27694645313175
135168,679,1119.2303627398537,48.37229396192873,200.0,0.0,-0.004344397396683537,4155.071269480387,4.657751359542211,0.05895182291666667,0.008006937402980915,497.76183319091797,-44.134942417958
137216,689,1108.879967614236,63.52319427023197,200.0,0.0,-0.0030061908012915715,4226.960483042399,4.64753125011921,0.052197265625,0.013814782572239892,504.72504806518555,-44.838433370696656
139264,699,775.5723151705504,34.77768489490386,200.0,0.0,-0.005417924894815466,2595.639543279012,4.700128293037414,0.05807291666666667,0.012830951426250717,511.6677916049957,-45.74852688116375
141312,710,1041.2603823294519,41.39133530903718,200.0,0.0,-0.0002939693658845499,4032.533006032308,4.854057474931081,0.04476725260416667,0.015647004620965767,518.7519805431366,-45.58001783676473
143360,720,855.2207608121978,42.84732813264809,200.0,0.0,-0.003597577739856206,2859.9392977396647,4.791848421096802,0.05840657552083333,0.01411101283194119,526.3475487232208,-46.45664225276886
145408,731,749.84011449327,31.31083099924558,189.0909090909091,0.0,-0.0018519847120235984,2740.394823582967,4.976531055569649,0.0489990234375,0.0247667595539563,536.3520991802216,-49.80837398695796
147456,741,840.3657859588948,45.168415232149385,200.0,0.0,0.00781951007763079,3054.023124440511,4.799661053220431,0.05313313802083333,0.0174623441665517,543.3025612831116,-47.19353303326718
149504,751,1209.6553153917612,63.104293172538824,200.0,0.0,0.024470722767000554,4167.431715393066,4.940553987026215,0.05187174479166667,0.013615306950009653,550.1739792823792,-45.42502452817308
151552,761,946.5969001113186,52.33026721344858,200.0,0.0,-0.005169456164973478,3312.4678436279296,4.835295017560323,0.047900390625,0.008457980745167031,557.0436797142029,-45.939172575359024
153600,772,1028.7482444259142,61.05287009422852,200.0,0.0,-0.0033434789947932586,4230.698705800374,4.676382570465406,0.0493896484375,0.011061458242555073,564.129096031189,-45.35893410643675
155648,782,948.7324767097816,43.568432357104335,200.0,0.0,-0.0035466637782519683,3495.8865379333497,4.770672369996706,0.05957845052083333,0.00911408227284677,571.1921615600586,-46.387926911745836
157696,792,809.3899602905364,44.345337880199715,200.0,0.0,-0.0034284259609800452,2781.1589218139648,4.876669081052144,0.026847330729166667,0.00514248651792672,578.5991640090942,-48.652205180738406
159744,802,1096.3232383480954,60.79207444140768,200.0,0.0,-0.004932218297714523,3912.6459065755207,4.7871701975663505,0.05493977864583333,0.01627964561584848,586.204395532608,-45.528724136544106
161792,813,922.2373907690467,33.86397053499737,200.0,0.0,-0.0037422248322400266,3588.207084782918,4.866995751857758,0.04775390625,0.01485419035417029,593.5995674133301,-44.9372403952079
163840,823,1134.0232248994778,50.068989467527295,200.0,0.0,-0.004153775810846127,3901.2747502644856,4.76930071413517,0.0618408203125,0.008093617932399927,600.5742518901825,-43.955360632674974
165888,834,1344.8519509966618,70.58181350514971,189.0909090909091,0.0,-0.0038112169015221296,5160.344262695313,4.752512379487356,0.05965983072916667,0.022847164782295294,610.038027048111,-40.822917138723376
167936,844,1097.189658243729,62.06142453391946,200.0,0.0,-0.0037606905127177013,3858.4363800048827,4.757117812832196,0.06394856770833333,0.023933264079414634,617.1680181026459,-45.43921057439219
169984,854,1104.477340901543,65.82310366022026,200.0,0.0,-0.003024419542149796,3709.2520882924396,4.974360690514247,0.051652018229166666,0.011646291816631068,624.0762693881989,-43.11384131568305
172032,864,1062.5063412214317,54.45693078324105,200.0,0.0,-0.004130852624075487,3678.2965894063313,4.983863973617554,0.061962890625,0.00993115683797896,631.0826818943024,-44.26681535393533
174080,875,951.6521401940878,44.01885914333862,200.0,0.0,0.005356767956982367,3762.9038256327312,4.920699314276377,0.053564453125,0.01764411588779732,638.014511346817,-45.19848050423636
176128,885,907.7262625483639,52.63403226694148,200.0,0.0,0.0018313443288207054,3253.437342325846,4.946501314640045,0.019368489583333332,0.03542379285196827,643.1853988170624,-45.09440566266792
178176,895,1263.4248515287113,70.51222426038244,200.0,0.0,-0.0039067485495858515,4582.663224283854,4.791435792048772,0.053181966145833336,0.012725551523241608,650.4276316165924,-42.88301195318009
180224,905,1294.1479801819114,57.457334470783564,200.0,0.0,-0.004568235054224109,4550.5211929321285,5.024109844366709,0.04906412760416667,0.012797379153960264,657.6872754096985,-42.21417330775347
182272,916,738.1823626996654,36.405663702852955,200.0,0.0,-0.005777607137254866,2742.096309534709,5.02875874141852,0.04814453125,0.01517829341228401,664.58509516716,-50.28499540293208
184320,926,954.8163850495621,60.13038275854517,200.0,0.0,-1.652681288154175e-05,3391.9297963460285,4.957998563845952,0.04401041666666667,0.013821308446551989,671.5618803501129,-46.39156948130876
186368,937,1000.8078792247766,67.14056423844569,189.0909090909091,0.0,0.03684546369477175,3274.693908437093,5.044007360935211,0.05386555989583333,0.021262322579900683,681.0894742012024,-44.59427301964035
188416,947,1194.046431985103,52.09979580504012,200.0,0.0,0.0013152158353477716,4042.0401662190757,5.015300512313843,0.009440104166666666,0.05119408756991106,685.645938873291,-43.89492036537369
190464,957,978.6352735720599,44.29447779078877,200.0,0.0,-0.0038303799907832095,3497.9944310506185,4.929083115855852,0.05099283854166667,0.008217241816997048,692.580442905426,-45.83552612435038
192512,967,998.2000407644579,41.56625433851819,200.0,0.0,-0.0027283905704583353,3497.044302113851,4.929044895370802,0.0508544921875,0.010151201306553049,699.6060390472412,-44.436506964639975
194560,978,1193.776399027819,71.9152251789892,200.0,0.0,-0.002761099541870256,4517.322702026368,5.0189134865999225,0.04757486979166667,0.01265082868819627,707.7983455657959,-44.92639090433537
196608,988,508.03344927557265,14.570786829794205,200.0,0.0,-0.0014123910860992814,1757.1101928075154,4.98694487909476,0.07715657552083334,0.020185157370749114,715.334394454956,-52.098818288170484
198656,998,913.2366334031443,47.90871635777805,200.0,0.0,-0.00490202583023347,3444.7545623779297,4.878073302904765,0.05458984375,0.008388743122477156,722.2208819389343,-47.355252335495834
200704,1008,993.7814473639901,42.085856891603406,200.0,0.0,-0.005876235785641863,3759.5075879414876,4.945610186457634,0.06790364583333333,0.0198934178241113,729.0459778308868,-46.876474548194224
202752,1019,1015.7350744362692,39.40930433603861,200.0,0.0,0.0057117875063947094,4033.2957305908203,4.919768353303273,0.00634765625,0.1472858741221709,733.6695864200592,-45.00390625748165
204800,1029,1033.7733553839482,44.84499082738916,200.0,0.0,-0.004038201156072318,3660.338473510742,4.827369229992231,0.055615234375,0.021111245043844443,740.8085527420044,-44.39141229128103
206848,1040,825.4982300418102,29.664006014760663,189.0909090909091,0.0,0.002167237335622,2914.6011072794595,4.8965663860241575,0.023661295572916668,0.028315121399979642,748.8411769866943,-47.19271350778912
208896,1050,863.7539646828372,52.40897638937596,200.0,0.0,0.005914484315629427,3274.3451385498047,4.859038849671681,0.009358723958333334,0.05087940607472774,753.4156677722931,-46.81140259191493
210944,1060,841.4265474188903,35.85519994396823,200.0,0.0,-0.003609060339416222,2784.888345972697,5.040055990219116,0.07037760416666666,0.010429095152191318,760.2588040828705,-46.95617337930152
212992,1070,1137.6712815502287,66.30072841063111,200.0,0.0,0.0035674342846808336,3898.1104888916016,5.0024389525254565,0.013916015625,0.035530098715791304,765.5198109149933,-45.46107982577452
215040,1081,1207.554750403421,63.47995595992291,200.0,0.0,-0.002269467423805812,4757.363861083984,4.805822769800822,0.06355794270833333,0.01520731816923823,772.9931886196136,-41.96657220416775
217088,1091,731.0673475786673,35.05004853004885,200.0,0.0,-0.000894939381396398,2218.6959473927814,4.990857021013896,0.031844075520833334,0.009731130244055445,779.9381816387177,-46.874701217415975
219136,1101,1162.5619775909906,68.7551421812735,200.0,0.0,-0.003413469267737431,4186.837610371907,4.8839384833971655,0.059431966145833334,0.013781181244595094,786.8058364391327,-43.818003644879866
221184,1111,966.0105277461798,58.771452458618626,200.0,0.0,0.044822244357298285,3011.9226315816245,4.847322350740432,0.05974934895833333,0.027502438777203982,794.1138837337494,-42.91359571075683
223232,1122,1108.4610437966799,55.13389874817755,200.0,0.0,-0.004633663590842237,4185.21896311442,4.756147044897079,0.0489990234375,0.008259402457706757,801.0806896686554,-45.21384267477093
225280,1132,572.504060331695,28.670498495366935,200.0,0.0,-0.0031877811833207186,1507.4193950017293,4.954608232776324,0.043351236979166666,0.014569665455708977,808.0431261062622,-50.137330775926756
227328,1143,957.071281342979,63.16144530625577,189.0909090909091,0.0,0.007220300627038038,4187.996763356527,4.8139420936505,0.050984700520833336,0.01402202378748901,817.3176763057709,-46.591884283335006
229376,1153,1122.4270272171448,67.03300161090681,200.0,0.0,-0.0030195195642590987,3725.5621576944986,4.751844642559687,0.051953125,0.022130045496260253,824.9930238723755,-45.78840635703035
231424,1163,746.3562975472687,35.41584606051734,200.0,0.0,-0.0018196502390007178,2793.3875661214192,4.763425117731094,0.044759114583333336,0.018596423135780544,832.44078373909,-47.657744991890496
233472,1173,1150.3081261868363,55.83083587187239,200.0,0.0,-0.0017522138320297624,3713.394667816162,4.867229175567627,0.045548502604166666,0.024747603012116315,839.5727105140686,-43.658809823517004
235520,1184,990.1192089942967,20.033724807580807,200.0,0.0,-0.003577442400273867,2909.295343653361,5.007160752018293,0.05965983072916667,0.01975093175039054,846.4828052520752,-45.62250178955152
237568,1194,925.8915213658663,54.04864838934841,200.0,0.0,-0.0037690209297579712,3009.074758021037,4.911048397421837,0.04839680989583333,0.011672006838150157,853.3140473365784,-44.62653319803982
239616,1204,1192.669445232917,51.99076140498723,200.0,0.0,-0.00500486789921221,4314.240516916911,4.715926224986712,0.06097819010416667,0.01106624350326802,860.3896331787109,-43.639443135595215
241664,1214,1347.3893222605734,62.13807118745766,200.0,0.0,-0.001275439931487199,3513.253907521566,5.006985290845235,0.08700358072916667,0.020650064904088574,867.2313663959503,-40.030927789187885
243712,1225,973.4834821694967,52.247930550287556,200.0,0.0,0.033264613176773615,2679.119623819987,5.103573600451152,0.010091145833333334,0.06977153469021384,871.8279242515564,-44.13404623744731
245760,1235,455.766182476865,27.344679881190416,200.0,0.0,0.0005507595031910266,1084.9934082667032,5.058730703592301,0.045271809895833334,0.02607913296389768,878.74178814888,-50.355733704667124
247808,1246,1148.2794260576527,46.98752093102359,189.0909090909091,0.0,-0.004215978877133845,4550.437491607666,4.9302422096331915,0.07227376302083334,0.011797255810173173,888.6844499111176,-42.89286510313511
249856,1256,823.402807307876,44.0989143157845,200.0,0.0,-0.007079631010613715,2568.7301951090494,4.920339133342107,0.072900390625,0.020883566976332684,896.0178430080414,-45.736819147969584
251904,1266,633.4368025995499,35.28680243166888,200.0,0.0,-0.005097043224183532,1543.0930771509807,5.050322747230529,0.062744140625,0.015096007891139606,902.9026429653168,-47.10468256194339
253952,1276,1379.4498492983832,63.295795841940745,200.0,0.0,-0.002211225891369395,5081.723177083333,4.62312809129556,0.051416015625,0.00971493423096869,909.8695814609528,-40.675364022897895
256000,1287,1307.6131168019901,69.21642835223422,200.0,0.0,-0.002960931942410146,3990.906630706787,4.997767015298208,0.049560546875,0.016020002773582575,916.7338652610779,-40.97648419377066
258048,1297,1048.5974634380125,51.74535599249991,200.0,0.0,-0.0041832825270830655,3619.6796020507813,4.836202112833659,0.065380859375,0.012547324461384358,923.632716178894,-44.44275048078258
260096,1307,1279.7965317446801,68.91959694786166,200.0,0.0,-0.004297392583005906,4229.712835947673,4.913072765866915,0.05939127604166667,0.023093868331549576,930.5950679779053,-40.89189989617603
262144,1317,1171.5059222153775,66.79754643655905,200.0,0.0,-0.0012786088889697566,4091.1716573079425,4.935929481188456,0.06171875,0.019538938797349678,937.492761850357,-38.25204162790882
264192,1328,1272.2593259397565,59.22631619428634,200.0,0.0,-0.005109374208647447,5623.425683085124,4.674368706345558,0.056103515625,0.009580647473255117,945.0063169002533,-42.61833361909836
266240,1338,747.1270923181876,44.82659698287515,200.0,0.0,-0.00482355833373731,2722.7810536702473,4.846880368391672,0.0405517578125,0.00821299890192036,952.4786598682404,-48.84736728121973
268288,1349,1151.2692727289775,67.63047577843926,189.0909090909091,0.0,0.006152469800629963,3948.642567952474,4.841886341571808,0.006266276041666667,0.03476211561883247,959.4320585727692,-40.921392525632406
270336,1359,1171.6005414211245,53.34005569622167,200.0,0.0,0.008619211048062425,4276.823100789388,4.8453305721282955,0.045027669270833334,0.021659127284625206,966.3424036502838,-44.0037161265399
272384,1369,743.2337582009658,39.752101753923824,200.0,0.0,-0.0007497239377698861,2381.43453280131,4.931561591227849,0.0364501953125,0.014805863339555003,973.4040672779083,-46.82292170784512
274432,1379,1423.8535798175235,64.72652776059523,200.0,0.0,-0.0036566564575574983,4955.544350179037,4.912306243181229,0.048380533854166664,0.026732900284499313,980.5449080467224,-41.0757528896349
276480,1390,1085.325293984702,55.98241937445449,200.0,0.0,-0.0015995806723367422,3853.235561879476,4.932737382253011,0.04073893229166667,0.009825862256085335,987.5397961139679,-40.52396069028488
278528,1400,917.8247692635284,45.501174390319655,200.0,0.0,-0.0043244487567183874,3557.7975858052573,4.873072043061256,0.04202473958333333,0.01153252993821449,994.5351095199585,-44.788936755088486
280576,1410,1605.8534282418182,78.66666666666664,200.0,0.0,0.007508185919141397,5887.067162068685,4.759045135974884,0.0600830078125,0.01847007943284022,1001.5010542869568,-35.43775604126808
282624,1420,1278.124670539643,56.37050384496204,200.0,0.0,-0.00451081328598472,4584.9805468241375,4.802116693059603,0.0699951171875,0.02389942884291353,1009.2206094264984,-43.39239954580231
284672,1431,643.2612646286433,35.8667444380116,200.0,0.0,-0.0047375246222751835,2505.7057139078775,4.900544787446658,0.0549072265625,0.016693254817259154,1016.4978423118591,-49.98659875254555
286720,1441,935.1443060994015,46.84363189769664,200.0,0.0,0.0248887653996159,3264.571151224772,4.942638027667999,0.05386555989583333,0.01775249551785265,1023.4149985313416,-45.74323612340639
288768,1452,1096.0172337544016,69.51911562121144,189.0909090909091,0.0,-0.003289358278076785,4580.54392191569,4.979928041497867,0.04293619791666667,0.00868223336583471,1032.5985085964203,-42.66991667183832
290816,1462,1117.4898826499725,51.96684556337071,200.0,0.0,0.018584629132722814,4207.2722905476885,4.901108264923096,0.017008463541666668,0.042316107667204894,1037.1868205070496,-42.648966435319615
292864,1472,1512.248685185336,74.80549059433467,200.0,0.0,0.005883445109551151,6003.782241821289,4.826242675383885,0.007405598958333333,0.03322171294007603,1042.0344500541687,-38.18047672495659
294912,1482,958.2476511560005,54.09231663935012,200.0,0.0,-0.00012665741378441452,3426.1491096496584,4.945277497172356,0.07975260416666667,0.02150023988419229,1049.038340806961,-44.30245229941402
296960,1493,836.5270262434108,46.62272315635378,200.0,0.0,-0.0035531546251149847,3068.6127429962157,5.048667749762535,0.03912760416666667,0.00900915591224134,1056.0071613788605,-48.447137206162736
299008,1503,812.0714707417122,45.25545651702628,200.0,0.0,-0.004403352981898934,2873.0460728963217,5.007719726363818,0.05264485677083333,0.015296406867257913,1063.412799835205,-45.91036474035927
301056,1513,958.19772549342,49.190929852159165,200.0,0.0,0.06799622409744188,3374.144500732422,5.000687509775162,0.005696614583333333,0.07993054782991275,1068.2385408878326,-44.28232878450896
303104,1523,1027.186763003591,60.00059233376741,200.0,0.0,-0.0029200511945722003,3977.424682362874,5.011699239412944,0.0349853515625,0.011966606480192847,1075.7321043014526,-44.69039020758364
305152,1534,680.2993413682572,29.65933972541126,200.0,0.0,0.0005506467229376236,2453.132111867269,5.047754844029744,0.01025390625,0.12828694521795114,1080.5084760189056,-49.49198636323482
307200,1544,1166.2626793606255,57.71538444020272,200.0,0.0,0.07851569527216877,4530.011235555013,4.906988223393758,0.012858072916666666,0.03436952431608612,1085.2024252414703,-44.05597513756134
309248,1555,1201.2482675372003,58.22665975450609,189.0909090909091,0.0,-0.0038425631074157232,5161.0005762736,4.851163118084272,0.05908203125,0.021863513982134486,1094.4959182739258,-42.3432498021418
